id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,hour,distance_km,log_trip_duration,dayofweek,month,same_location,lat_diff,lon_diff,log_distance,pickup_cluster,dropoff_cluster
id2563513,1,2016-03-21 07:04:06,1,-73.96900177001953,40.75736618041992,-73.95697784423827,40.764644622802734,N,325,7,1.2963668318906856,5.786897381366708,0,3,False,0.0072784423828125,0.01202392578126421,0.8313282356826872,0,1
id2099273,1,2016-04-27 00:21:40,1,-73.9827880859375,40.74210357666016,-73.98564147949219,40.73535919189453,N,153,0,0.7875324991523031,5.0369526024136295,2,4,False,-0.006744384765632105,-0.0028533935546875,0.5808361767646928,0,3
id3111857,1,2016-04-18 21:46:58,1,-73.97736358642578,40.75850677490234,-73.97064971923827,40.75429534912109,N,220,21,0.7342282984225907,5.3981627015177525,0,4,False,-0.00421142578125,0.006713867187514211,0.5505625296818943,0,3
id1110793,1,2016-02-24 13:42:48,1,-73.97329711914062,40.792213439941406,-73.93997192382812,40.81160354614258,N,1014,13,3.5379288911669944,6.922643891475888,2,2,False,0.019390106201171875,0.0333251953125,1.5124707165934066,4,1
id1163039,1,2016-03-24 18:21:26,1,-74.01062774658203,40.70881271362305,-74.00001525878906,40.67852020263672,N,658,18,3.4851839005725265,6.490723534502507,3,3,False,-0.030292510986328125,0.01061248779296875,1.5007794981422753,3,0
id3490580,1,2016-01-02 18:31:21,1,-73.98672485351561,40.73954391479492,-74.003173828125,40.73152542114258,N,868,18,1.6479564217560931,6.767343125265392,5,1,False,-0.00801849365234375,-0.01644897460938921,0.9737881808985929,0,0
id3525561,1,2016-02-21 04:21:16,1,-73.99565124511719,40.749454498291016,-73.9974136352539,40.75638198852539,N,130,4,0.784477338090119,4.875197323201151,6,2,False,0.006927490234375,-0.00176239013671875,0.5791255645623803,0,3
id0417970,1,2016-01-26 14:48:55,1,-73.96674346923827,40.78900146484375,-73.95970153808595,40.77998733520508,N,651,14,1.1645488206901973,6.480044561926653,1,1,False,-0.009014129638671875,0.007041931152315328,0.7722119428269603,4,1
id0312127,1,2016-03-14 13:16:12,1,-73.95289611816406,40.765174865722656,-73.9851837158203,40.74176788330078,N,1457,13,3.7644316327464318,7.284820912568604,0,3,False,-0.023406982421875,-0.03228759765623579,1.5611782504002745,4,3
id2670074,2,2016-06-25 22:23:20,3,-74.0048599243164,40.73751068115234,-73.99472808837889,40.740249633789055,N,313,22,0.9063267796175002,5.749392985908253,5,6,False,0.00273895263671875,0.01013183593751421,0.6451782383945859,3,3
id2508925,2,2016-04-27 13:27:18,1,-73.98350524902342,40.7340202331543,-73.9895248413086,40.7208366394043,N,588,13,1.5512290783823972,6.3784261836515865,2,4,False,-0.01318359375,-0.006019592285170461,0.9365752345722409,3,0
id2890955,2,2016-01-31 00:30:29,1,-73.98773956298828,40.74943923950195,-73.98076629638672,40.74195098876953,N,333,0,1.0190254654018194,5.8111409929767,6,1,False,-0.007488250732421875,0.0069732666015625,0.7026149521297221,0,3
id2409455,1,2016-01-14 23:47:16,2,-74.00096893310547,40.73150253295898,-73.99619293212889,40.724063873291016,N,433,23,0.9198547227190254,6.073044534100405,3,1,False,-0.007438659667961645,0.004776000976576711,0.652249517926423,3,0
id0049249,1,2016-05-26 04:00:52,1,-74.0101089477539,40.71225738525391,-73.99751281738281,40.7464714050293,N,705,4,3.9497156296752642,6.559615237493242,3,5,False,0.03421401977538352,0.01259613037109375,1.599330126379916,3,3
id3484985,2,2016-03-14 22:56:33,1,-73.98155975341797,40.76832580566406,-73.98475646972656,40.7481803894043,N,671,22,2.2561946767469285,6.51025834052315,0,3,False,-0.020145416259765625,-0.00319671630859375,1.1805592365086244,0,3
id1652556,2,2016-04-17 23:40:12,2,-74.00602722167967,40.725601196289055,-73.98975372314453,40.72629165649414,N,289,23,1.3734820872341489,5.66988092298052,6,4,False,0.0006904602050852304,0.01627349853514204,0.8643581119970405,3,0
id2290027,1,2016-06-16 07:18:24,2,-73.97189331054686,40.74655151367188,-73.974609375,40.73625564575195,N,837,7,1.1674937462042791,6.731018100482083,3,6,False,-0.01029586791992898,-0.002716064453139211,0.7735715444108562,0,3
id3277376,1,2016-01-13 15:20:00,1,-73.97224426269531,40.7628288269043,-73.99476623535155,40.728023529052734,N,975,15,4.310234240612815,6.883462586413092,2,1,False,-0.0348052978515625,-0.02252197265623579,1.6696359473906508,0,0
id1525310,1,2016-05-02 11:57:32,1,-74.01046752929686,40.70897674560546,-73.99888610839844,40.73443603515625,N,762,11,2.994470019666727,6.637258031284457,0,5,False,0.025459289550788355,0.01158142089842329,1.3849109095085461,3,0
id1485847,2,2016-04-29 15:10:00,5,-73.99333190917967,40.74982833862305,-73.98898315429686,40.77162170410156,N,707,15,2.450838383341909,6.56244409369372,4,4,False,0.021793365478515625,0.0043487548828125,1.238617211185524,0,3
id3791572,2,2016-04-29 15:22:51,1,-73.97125244140625,40.7597770690918,-73.97694396972656,40.75593185424805,N,198,15,0.642357955822756,5.293304824724492,4,4,False,-0.00384521484375,-0.0056915283203125,0.49613298716376886,0,3
id1051834,1,2016-05-16 21:26:59,1,-73.96879577636719,40.754497528076165,-73.98242950439453,40.73111724853516,N,393,21,2.8421973944497645,5.976350909297934,0,5,False,-0.023380279541001414,-0.01363372802734375,1.346044441071786,0,0
id3048639,2,2016-06-04 14:46:13,5,-74.00305938720702,40.75298690795898,-73.99504089355469,40.75006103515625,N,314,14,0.749713441508478,5.752572638825633,5,6,False,-0.0029258728027272696,0.00801849365232954,0.5594520268178617,0,3
id1348254,2,2016-01-31 00:54:13,3,-73.98736572265625,40.73337173461913,-73.98048400878906,40.72191619873047,N,537,0,1.3995858771516327,6.2878585601617845,6,1,False,-0.01145553588866477,0.0068817138671875,0.8752961712784115,3,0
id2817588,2,2016-04-16 11:37:19,1,-73.9561004638672,40.777935028076165,-73.94387054443358,40.77794647216797,N,411,11,1.0297856012759306,6.021023349349527,5,4,False,1.1444091803980427e-05,0.012229919433622172,0.7079301723410153,4,1
id3145600,1,2016-04-28 20:43:48,1,-73.96751403808595,40.75359344482422,-73.97750091552734,40.7862434387207,N,914,20,3.7266575355662135,6.818924065275521,3,4,False,0.032649993896484375,-0.00998687744139204,1.5532183006073936,0,1
id2441941,2,2016-03-07 16:54:53,2,-73.95457458496092,40.78373336791992,-73.95086669921875,40.82606887817384,N,993,16,4.71783399509632,6.901737206656574,0,3,False,0.04233551025392046,0.003707885742173289,1.7435900614913316,4,1
id3304004,1,2016-06-06 06:15:17,1,-73.98219299316406,40.76276779174805,-73.98416137695312,40.75499725341797,N,251,6,0.8798073877628737,5.529429087511423,0,6,False,-0.007770538330078125,-0.0019683837890625,0.6311693182755378,0,3
id3850225,1,2016-02-22 18:07:23,1,-73.95053100585938,40.77528762817384,-73.96195220947266,40.79539489746094,N,674,18,2.433839213896424,6.51471269087253,0,2,False,0.020107269287095164,-0.01142120361328125,1.2336789395667684,4,1
id3602656,2,2016-01-11 21:52:20,1,-73.98377990722656,40.77577972412109,-73.97643280029298,40.78564834594727,N,119,21,1.2597005958349548,4.787491742782046,0,1,False,0.009868621826186086,0.007347106933579539,0.8152323247889348,0,1
id0294044,2,2016-06-04 12:40:58,1,-73.9560317993164,40.80368041992188,-73.95014190673827,40.78551864624024,N,552,12,2.079474490711213,6.315358001522335,5,6,False,-0.018161773681640625,0.005889892578139211,1.1247589625292953,4,1
id0593626,2,2016-06-13 16:09:42,1,-73.95516967773438,40.76755142211913,-73.96138000488281,40.75622177124024,N,1475,16,1.3640673787672373,7.297091005160418,0,6,False,-0.01132965087889204,-0.0062103271484375,0.8603836011542748,4,3
id1143344,1,2016-01-16 22:55:55,3,-73.95849609375,40.775577545166016,-73.97608184814453,40.77618408203125,N,671,22,1.4823383317950527,6.51025834052315,5,1,False,0.000606536865234375,-0.01758575439453125,0.9092009916725998,4,1
id1751861,1,2016-04-01 09:31:52,1,-73.96920013427734,40.798370361328125,-73.94450378417967,40.78358840942384,N,867,9,2.650328772346923,6.7661917146603505,4,4,False,-0.014781951904282664,0.02469635009767046,1.2948172381535208,4,1
id2713073,2,2016-02-03 20:10:45,1,-73.98285675048828,40.76145935058594,-73.99198913574217,40.749019622802734,N,345,20,1.582736883771909,5.846438775057724,2,2,False,-0.012439727783203125,-0.00913238525389204,0.9488496443382044,0,3
id3861282,1,2016-04-25 15:33:42,1,-73.98991394042967,40.73501968383789,-73.98847961425781,40.75874710083008,N,787,15,2.6411374102982212,6.669498089857879,0,4,False,0.0237274169921875,0.0014343261718607891,1.292296108195047,3,3
id3181715,2,2016-05-22 13:53:45,1,-73.78369903564453,40.648719787597656,-73.92363739013672,40.84025955200195,N,2984,13,24.34332721709943,8.001355025826703,6,5,False,0.19153976440429688,-0.1399383544921875,3.2325154692371845,1,1
id0646108,2,2016-03-05 06:16:30,5,-74.01009368896483,40.7124481201172,-73.9822998046875,40.762428283691406,N,599,6,6.030757763941435,6.396929655216146,5,3,False,0.04998016357420454,0.02779388427732954,1.9502944900479888,3,3
id1268013,2,2016-01-10 01:02:26,1,-73.9872055053711,40.72036743164063,-73.9814224243164,40.747169494628906,N,894,1,3.019829170777167,6.796823718274855,6,1,False,0.026802062988274145,0.0057830810546875,1.3912394068964482,3,3
id1513139,1,2016-03-28 20:47:12,1,-73.95218658447266,40.77828979492188,-73.94842529296875,40.77397918701172,N,81,20,0.5745049384846095,4.406719247264253,0,3,False,-0.004310607910163355,0.00376129150390625,0.4539408980955346,4,1
id1274103,2,2016-02-14 20:53:43,1,-73.98031616210938,40.74288177490234,-73.95034790039062,40.77235794067384,N,705,20,4.136917440202949,6.559615237493242,6,2,False,0.02947616577150569,0.02996826171875,1.6364531797583464,0,1
id3943876,1,2016-05-20 13:57:44,1,-74.00083923339844,40.762065887451165,-73.98284912109375,40.77693557739258,N,520,13,2.2425586639130404,6.255750041753367,4,5,False,0.014869689941413355,0.0179901123046875,1.1763627292307803,0,3
id1444333,2,2016-04-11 04:27:27,1,-73.96195220947266,40.76042175292969,-73.97296142578125,40.75561141967773,N,413,4,1.07048824421584,6.025865973825314,0,4,False,-0.00481033325196023,-0.01100921630859375,0.7277844462360213,0,3
id3163658,2,2016-02-05 11:37:23,1,-73.95307922363281,40.791519165039055,-73.95728302001953,40.78524017333984,N,266,11,0.7827692719465015,5.58724865840025,4,2,False,-0.00627899169921875,-0.00420379638671875,0.5781679261028767,4,1
id2089738,1,2016-04-16 19:50:32,1,-74.00539398193358,40.739944458007805,-73.97771453857422,40.72679138183594,N,1495,19,2.752884230559103,7.310550158534422,5,4,False,-0.013153076171867895,0.02767944335936079,1.3225246725039326,3,0
id1572255,2,2016-03-26 22:53:35,2,-73.97103118896483,40.75145721435546,-73.97814178466798,40.77727127075195,N,721,22,2.9321995469389184,6.582025138892826,5,3,False,0.02581405639649148,-0.007110595703153422,1.3691989504730275,0,1
id1998852,2,2016-01-29 09:49:27,1,-73.97891998291014,40.72989654541016,-73.97686767578125,40.74114608764648,N,482,9,1.2627890199119591,6.180016653652572,4,1,False,0.011249542236313914,0.002052307128892039,0.81659813204092,3,3
id3317514,1,2016-03-11 23:01:56,1,-73.96833038330078,40.75519943237305,-73.99280548095702,40.69890975952149,N,1225,23,6.590173964455619,7.111512116496157,4,3,False,-0.056289672851555395,-0.02447509765623579,2.026854511363006,0,0
id3593202,2,2016-03-18 18:16:23,1,-73.98352813720702,40.743350982666016,-74.00425720214845,40.74222183227539,N,646,18,1.7508616753624475,6.472346294500901,4,3,False,-0.001129150390625,-0.02072906494143467,1.0119141990942877,0,3
id1033864,2,2016-06-22 19:40:32,2,-73.98626708984375,40.75194549560546,-73.96720886230467,40.76085662841797,N,567,19,1.8864518030217883,6.342121418721152,2,6,False,0.008911132812507105,0.01905822753907671,1.0600279980026213,0,3
id1227280,1,2016-04-12 00:53:33,1,-73.92929840087889,40.7572135925293,-73.9342498779297,40.7711181640625,N,369,0,1.601369791022329,5.91350300563827,1,4,False,0.013904571533203125,-0.004951477050809672,0.9560381489954413,4,1
id3449034,2,2016-04-05 06:25:43,1,-73.95511627197266,40.76913833618164,-73.86466979980467,40.77027893066406,N,885,6,7.617781487153036,6.786716950605081,1,4,False,0.001140594482421875,0.09044647216798296,2.1538276834710595,4,4
id1145990,2,2016-02-29 00:45:37,1,-73.98695373535155,40.7335319519043,-73.98322296142578,40.73897171020508,N,65,0,0.6816745074136668,4.189654742026425,0,2,False,0.00543975830078125,0.003730773925767039,0.5197900276124208,3,3
id3840114,2,2016-01-13 22:51:56,1,-73.98265838623048,40.772171020507805,-73.95565032958984,40.78206634521485,N,706,22,2.526361554020872,6.561030665896573,2,1,False,0.00989532470704546,0.02700805664063921,1.260266618146231,0,1
id0104590,1,2016-06-14 23:24:11,1,-73.98159790039062,40.72447204589844,-73.9945297241211,40.68885803222656,N,1288,23,4.10738778990526,7.161622002939187,1,6,False,-0.035614013671875,-0.01293182373046875,1.6306880777972823,3,0
id0055152,2,2016-04-29 22:39:07,5,-73.99039459228516,40.7617073059082,-73.98927307128906,40.75747299194336,N,1104,22,0.480216899700302,7.007600613951853,4,4,False,-0.00423431396484375,0.00112152099609375,0.39218863088961253,0,3
id3885738,1,2016-04-07 00:04:30,1,-73.97170257568358,40.75586318969727,-73.92704010009764,40.74269485473633,N,582,0,4.03719097648029,6.368187186350492,3,4,False,-0.013168334960944605,0.0446624755859375,1.616848580771846,0,4
id1351081,2,2016-05-27 19:08:33,1,-73.87107849121092,40.773784637451165,-74.01647186279298,40.71531295776367,N,1799,19,13.867245965802061,7.495541943884256,4,5,False,-0.058471679687492895,-0.14539337158205967,2.6991605359082973,2,0
id0801173,2,2016-06-03 15:54:49,1,-73.962890625,40.80435943603516,-73.96472930908203,40.77334976196289,N,1405,15,3.4515960448776513,7.2485040723706105,4,6,False,-0.03100967407227273,-0.00183868408203125,1.4932626936446498,4,1
id2761653,1,2016-02-10 18:49:20,2,-73.97998046875,40.76306915283203,-73.96099090576173,40.76332092285156,N,569,18,1.5995608351016475,6.345636360828596,2,2,False,0.00025177001953125,0.01898956298826704,0.9553425211843178,0,1
id0047534,1,2016-03-08 01:12:14,1,-73.9842758178711,40.72926712036133,-73.94007873535155,40.806446075439446,N,1178,1,9.354304607594498,7.072421900537371,1,3,False,0.0771789550781179,0.04419708251954546,2.337402337362645,3,1
id1963683,2,2016-06-01 22:58:15,3,-74.00434875488281,40.74254989624024,-73.9852066040039,40.78097534179688,N,606,22,4.566764095705542,6.408528791059498,2,6,False,0.038425445556640625,0.01914215087890625,1.7168139328239902,3,3
id2203529,1,2016-03-13 15:11:24,1,-73.98776245117188,40.75967788696289,-73.99072265625,40.7502555847168,N,486,15,1.0769750031850707,6.18826412308259,6,3,False,-0.00942230224609375,-0.002960205078125,0.7309125097638117,0,3
id2362856,2,2016-03-18 06:52:11,1,-73.96797180175781,40.75616836547852,-73.97977447509764,40.75904083251953,N,498,6,1.0441655216218033,6.212606095751519,4,3,False,0.0028724670410085196,-0.01180267333982954,0.7149896483298412,0,3
id2618656,2,2016-04-26 23:47:16,1,-73.9883270263672,40.74499130249024,-73.98905181884764,40.748191833496094,N,234,23,0.36108307063801953,5.459585514144159,1,4,False,0.0032005310058522696,-0.0007247924804403283,0.30828075827840573,0,3
id0182459,2,2016-01-29 10:27:59,1,-73.99137115478516,40.750221252441406,-73.97711181640625,40.7632064819336,N,692,10,1.8781238592764022,6.541029999189903,4,1,False,0.012985229492194605,0.01425933837890625,1.057138644118838,0,3
id1082761,2,2016-05-24 11:22:40,1,-73.97774505615233,40.7556266784668,-73.97476959228516,40.76185607910156,N,240,11,0.7366210033741123,5.484796933490655,1,5,False,0.006229400634765625,0.002975463867173289,0.5519412731089363,0,3
id1459821,1,2016-03-14 14:23:56,1,-73.98463439941406,40.73988723754882,-73.98505401611328,40.73214340209961,N,312,14,0.861801915886851,5.746203190540153,0,3,False,-0.007743835449211645,-0.00041961669921875,0.6215447907505613,0,3
id3961332,1,2016-02-06 14:36:05,1,-73.94438934326173,40.77997589111328,-73.95933532714845,40.77783203125,N,477,14,1.2808442740767463,6.169610732491456,5,2,False,-0.00214385986328125,-0.01494598388671875,0.8245456700715319,4,1
id0411670,1,2016-06-21 14:34:39,1,-73.96125030517578,40.75643157958984,-73.98445892333984,40.7363739013672,N,1037,14,2.9659542471356746,6.945051063725834,1,6,False,-0.020057678222634934,-0.0232086181640625,1.377746493756647,0,3
id2548714,2,2016-01-14 20:43:36,1,-73.97350311279298,40.75786590576172,-73.98577117919923,40.727813720703125,N,936,20,3.4978377651132933,6.842683282238422,3,1,False,-0.03005218505859375,-0.01226806640625,1.5035967846592806,0,0
id2866075,2,2016-03-31 12:30:13,2,-73.99453735351561,40.75592041015625,-73.99832916259764,40.75076675415039,N,230,12,0.6560588578245745,5.442417710521793,3,3,False,-0.005153656005859375,-0.00379180908203125,0.5044405974960583,0,3
id3402334,2,2016-02-23 16:37:50,1,-73.99169158935547,40.75027084350586,-73.98530578613281,40.76009368896485,N,643,16,1.2175105136924909,6.467698726104354,1,2,False,0.00982284545899148,0.00638580322265625,0.7963851764271068,0,3
id0968989,2,2016-04-06 19:18:47,1,-73.9817657470703,40.77339553833008,-73.99514007568358,40.749755859375,N,1002,19,2.8597994139420586,6.910750787961936,2,4,False,-0.023639678955078125,-0.01337432861328125,1.3506152168265118,0,3
id2083016,2,2016-02-16 21:17:20,5,-73.7821273803711,40.64469146728516,-73.9896240234375,40.72385025024414,N,1703,21,19.585590604122633,7.440733707389261,1,2,False,0.07915878295897727,-0.20749664306640625,3.0245913458048306,1,0
id0666403,1,2016-02-12 17:34:41,1,-73.93209075927734,40.763687133789055,-73.93209838867188,40.7636604309082,N,79,17,0.0030379581739532445,4.382026634673881,4,2,True,-2.6702880852269573e-05,-7.62939453125e-06,0.003033352903741301,4,1
id2173284,2,2016-02-13 10:47:39,1,-74.00719451904298,40.730247497558594,-74.00400543212889,40.75170135498047,N,420,10,2.400645775584858,6.042632833682381,5,2,False,0.021453857421875,0.0031890869140909217,1.2239653475824845,3,3
id2503490,1,2016-06-04 14:21:08,1,-73.98895263671875,40.72158432006836,-73.97675323486328,40.739200592041016,N,455,14,2.2121813520248477,6.1224928095143865,5,6,False,0.01761627197265625,0.01219940185546875,1.166950255270506,3,3
id0076722,2,2016-02-23 20:05:14,1,-73.99337768554686,40.74219131469727,-73.976806640625,40.74512481689453,N,488,20,1.4336382051378311,6.192362489474872,1,2,False,0.0029335021972585196,0.01657104492186079,0.8893873414207968,3,3
id0452044,2,2016-06-05 04:39:15,1,-73.98837280273438,40.72346878051758,-73.88410186767578,40.74742126464844,N,1071,4,9.180290004483222,6.977281341630747,6,6,False,0.023952484130859375,0.10427093505859375,2.3204534983868683,3,4
id2298614,1,2016-05-10 17:47:34,3,-73.99894714355469,40.74461364746094,-73.99260711669923,40.728424072265625,N,615,17,1.8777828219919444,6.423246963533519,1,5,False,-0.0161895751953125,0.006340026855454539,1.0570201441834701,3,0
id3686101,1,2016-03-11 02:06:43,1,-74.00035858154298,40.730098724365234,-73.98361206054686,40.76571273803711,N,665,2,4.20387607703635,6.501289670540389,4,3,False,0.035614013671875,0.01674652099612217,1.6494037473452696,3,3
id2032692,1,2016-02-18 23:51:06,1,-73.96528625488281,40.755229949951165,-73.8625717163086,40.7337760925293,N,1407,23,8.975944470625926,7.249925536717988,3,2,False,-0.021453857421867895,0.10271453857421875,2.3001766420657246,0,4
id2585876,1,2016-03-21 06:51:47,1,-73.96815490722656,40.75555038452149,-73.9763412475586,40.75135040283203,N,124,6,0.8328262751067006,4.8283137373023015,0,3,False,-0.00419998168946023,-0.00818634033203125,0.605859188101257,0,3
id0962612,2,2016-03-03 14:18:46,2,-73.98352813720702,40.7558708190918,-73.97676086425781,40.76042938232422,N,326,14,0.762773823080078,5.7899601708972535,3,3,False,0.004558563232421875,0.006767272949204539,0.5668886042498867,0,3
id2595653,1,2016-01-31 01:29:37,1,-73.99850463867188,40.719871520996094,-73.9949722290039,40.72499847412109,N,297,1,0.6431337438207739,5.697093486505405,6,1,False,0.005126953124992895,0.00353240966796875,0.49660523794590916,3,0
id2045501,1,2016-03-29 13:57:35,1,-73.94501495361328,40.77912902832031,-73.97267913818358,40.765254974365234,N,1090,13,2.794094812425278,6.994849985833071,1,3,False,-0.013874053955078125,-0.02766418457029829,1.333445861296853,4,3
id2209624,1,2016-03-12 23:35:57,1,-73.99410247802734,40.719329833984375,-73.99252319335938,40.715274810791016,N,278,23,0.47013326501201524,5.631211781821365,5,3,False,-0.004055023193359375,0.00157928466796875,0.3853530531523541,3,0
id0872694,2,2016-05-14 10:02:02,5,-73.9690933227539,40.76662063598633,-73.96260070800781,40.77069854736328,N,176,10,0.7103284845023486,5.176149732573829,5,5,False,0.004077911376953125,0.00649261474609375,0.5366854482666598,4,1
id2881218,2,2016-06-18 13:44:19,2,-73.95330810546875,40.779693603515625,-73.95475006103516,40.77054214477539,N,297,13,1.0248156215602782,5.697093486505405,5,6,False,-0.009151458740234375,-0.00144195556640625,0.705478645331757,4,1
